program,course_languageEn,duration,university_name,ielts,toefl,gpa,fees,college_link
bachelor of engineering,not specified,4 years,"government college of engineering - bargur, krishnagiri",5.925531104850377,80.61120840630473,0.0,302.65,https://www.collegesearch.in/colleges/government-college-of-engineering-bargur
bachelor of technology (b.tech),not specified,4 years,"government college of engineering - kalahandi, sambalpur",5.925531104850377,80.61120840630473,0.0,3960.24,https://www.collegesearch.in/colleges/government-college-of-engineering-kalahandi
master of engineering,not specified,2 years,"government college of engineering - tirunelveli, tirunelveli",5.925531104850377,80.61120840630473,0.0,128.43,https://www.collegesearch.in/colleges/government-college-of-engineering-tirunelveli
master of engineering,not specified,2 years,"government college of engineering - tirunelveli, tirunelveli",5.925531104850377,80.61120840630473,0.0,128.43,https://www.collegesearch.in/colleges/government-college-of-engineering-tirunelveli
bachelor of engineering,not specified,4 years,"government college of engineering and research, pune",5.925531104850377,80.61120840630473,0.0,1183.13,https://www.collegesearch.in/colleges/government-college-of-engineering-and-research-pune
bachelor of technology (b.tech),not specified,4 years,"government college of engineering, amravati",5.925531104850377,80.61120840630473,0.0,722.89,https://www.collegesearch.in/colleges/government-college-of-engineering-amravati
master of technology (m.tech),not specified,2 years,"government college of engineering, amravati",5.925531104850377,80.61120840630473,0.0,843.37,https://www.collegesearch.in/colleges/government-college-of-engineering-amravati
bachelor of engineering,not specified,4 years,"government college of engineering, aurangabad",5.925531104850377,80.61120840630473,0.0,2831.65,https://www.collegesearch.in/colleges/government-college-of-engineering-aurangabad
master of engineering,not specified,2 years,"government college of engineering, aurangabad",5.925531104850377,80.61120840630473,0.0,1546.28,https://www.collegesearch.in/colleges/government-college-of-engineering-aurangabad
master of engineering,not specified,2 years,"government college of engineering, aurangabad",5.925531104850377,80.61120840630473,0.0,1546.28,https://www.collegesearch.in/colleges/government-college-of-engineering-aurangabad
bachelor of technology (b.tech),not specified,4 years,"government college of engineering, chandrapur",5.925531104850377,80.61120840630473,0.0,1207.33,https://www.collegesearch.in/colleges/government-college-of-engineering-chandrapur
bachelor of technology (b.tech),not specified,4 years,"government college of engineering, jalgaon",5.925531104850377,80.61120840630473,0.0,3136.6,https://www.collegesearch.in/colleges/government-college-of-engineering-jalgaon
master of technology (m.tech),not specified,2 years,"government college of engineering, jalgaon",5.925531104850377,80.61120840630473,0.0,1710.59,https://www.collegesearch.in/colleges/government-college-of-engineering-jalgaon
bachelor of technology (b.tech),not specified,4 years,"government college of engineering, kannur",5.925531104850377,80.61120840630473,0.0,200.0,https://www.collegesearch.in/colleges/government-college-of-engineering-kannur
master of technology (m.tech),not specified,2 years,"government college of engineering, karad",5.925531104850377,80.61120840630473,0.0,2058.05,https://www.collegesearch.in/colleges/government-college-of-engineering-karad
bachelor of engineering,not specified,4 years,"government college of engineering, salem",5.925531104850377,80.61120840630473,0.0,784.1,https://www.collegesearch.in/colleges/government-college-of-engineering-salem
master of engineering,not specified,2 years,"government college of engineering, salem",5.925531104850377,80.61120840630473,0.0,260.48,https://www.collegesearch.in/colleges/government-college-of-engineering-salem
bachelor of engineering,not specified,4 years,"government college of technology (gct), coimbatore",5.925531104850377,80.61120840630473,0.0,442.41,https://www.collegesearch.in/colleges/government-college-of-technology-gct-coimbatore
master of engineering,not specified,2 years,"government college of technology (gct), coimbatore",5.925531104850377,80.61120840630473,0.0,243.61,https://www.collegesearch.in/colleges/government-college-of-technology-gct-coimbatore
bachelor of business administration (bba),not specified,3 years,government degree college (boys) - udhampur,5.925531104850377,80.61120840630473,0.0,66.87,https://www.collegesearch.in/colleges/government-degree-college-boys-udhampur
bachelor of technology (b.tech),not specified,4 years,"government engineering college (gect), thrissur",5.925531104850377,80.61120840630473,0.0,192.77,https://www.collegesearch.in/colleges/government-engineering-college-gect-thrissur
bachelor of engineering,not specified,4 years,"government engineering college - bastar, raipur",5.925531104850377,80.61120840630473,0.0,1058.55,https://www.collegesearch.in/colleges/government-engineering-college-bastar
master of engineering,not specified,2 years,"government engineering college - bastar, raipur",5.925531104850377,80.61120840630473,0.0,532.29,https://www.collegesearch.in/colleges/government-engineering-college-bastar
bachelor of technology (b.tech),not specified,4 years,government engineering college - wayanad,5.925531104850377,80.61120840630473,0.0,6903.61,https://www.collegesearch.in/colleges/government-engineering-college-wayanad
bachelor of technology (b.tech),not specified,4 years,"government engineering college, palakkad",5.925531104850377,80.61120840630473,0.0,392.59,https://www.collegesearch.in/colleges/government-engineering-college-palakkad
bachelor of engineering,not specified,4 years,"government engineering college, raipur",5.925531104850377,80.61120840630473,0.0,997.35,https://www.collegesearch.in/colleges/government-engineering-college-raipur
bachelor of engineering,not specified,4 years,"government engineering college, rajkot",5.925531104850377,80.61120840630473,0.0,783.13,https://www.collegesearch.in/colleges/government-engineering-college-rajkot
bachelor of business management (bbm),not specified,3 years,"government first grade college, bangalore",5.925531104850377,80.61120840630473,0.0,173.13,https://www.collegesearch.in/colleges/government-first-grade-college-bangalore
master of business administration(mba),not specified,2 years,"government first grade college, bangalore",5.925531104850377,80.61120840630473,0.0,646.51,https://www.collegesearch.in/colleges/government-first-grade-college-bangalore
bachelor of business administration (bba),not specified,3 years,"government pg college- barwani, barwani",5.925531104850377,80.61120840630473,0.0,24.11,https://www.collegesearch.in/colleges/government-pg-college-barwani
pg diploma in computer hardware and networking,not specified,1 year,"government polytechnic college, ghaziabad",5.925531104850377,80.61120840630473,0.0,136.22,https://www.collegesearch.in/colleges/government-polytechnic-college-ghaziabad
ba anthropology and sociology,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba art,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba business administration,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba business and applied science,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba communication,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba criminal justice,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba early childhood education,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba economics,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba elementary education,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba english,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba english teacher education,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba gender and sexuality studies,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba history,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba interdisciplinary studies,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba manufacturing management,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba mathematics,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba mathematics teacher education,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba media studies,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba political science,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba psychology,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba rn to bsn completion program,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba social sciences teacher education,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba social work,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ba theatre and performance studies,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
bsc accounting,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
bsc biology,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
"bsc biology,teacher education concentration",english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
bsc chemistry,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
bsc chemistry teacher education,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
bsc communication disorders,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
bsc community health,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
bsc computer science,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
bsc health administration program,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
bsc health informatics program,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
bsc information technology,english,4 years,governors state university,6.0,80.0,0.0,120680.0,not specified
ma art,english,2 years,governors state university,6.0,80.0,0.0,57892.0,not specified
"ma communication, media and performance",english,2 years,governors state university,6.0,80.0,0.0,57892.0,not specified
ma counseling,english,2 years,governors state university,6.0,80.0,0.0,57892.0,not specified
ma criminal justice,english,2 years,governors state university,6.0,80.0,0.0,57892.0,not specified
